account_id,subscription_id,company_name,company_email,transaction_amount,transaction_date
acc_562,sub_53141,Company_252,contact_252@ex.com,48.83,2024-12-22
acc_428,sub_50828,Company_262,contact_262@ex.com,999.84,2023-09-20
acc_765,sub_51207,Company_18,contact_18@exa.com,55.04,2024-03-13
acc_784,sub_53239,Company_361,contact_361@ex.com,502.01,2024-07-27
acc_409,sub_53027,Company_328,contact_328@ex.com,1.0,2024-09-24
acc_902,sub_52060,Company_372,contact_372@ex.com,1.0,2023-04-20
acc_498,sub_50304,Company_64,contact_64@exa.com,257.42,2024-05-06
acc_1478,sub_53856,Company_276,contact_276@ex.com,897.55,2023-02-17
acc_1351,sub_53199,Company_143,contact_143@ex.com,597.29,2024-12-24
acc_512,sub_51994,Company_379,contact_379@ex.com,434.61,2024-09-13
acc_769,sub_52400,Company_343,contact_343@ex.com,107.79,2023-02-27
acc_702,sub_52619,Company_189,contact_189@ex.com,428.55,2024-01-14
acc_583,sub_51794,Company_277,contact_277@ex.com,184.33,2023-05-18
acc_152,sub_53607,Company_365,contact_365@ex.com,500.33,2024-02-28
acc_311,sub_53376,Company_203,contact_203@ex.com,1.0,2024-08-26
acc_1176,sub_51224,Company_37,alt_37@example.com,315.99,2023-04-01
acc_503,sub_51795,Company_352,contact_352@ex.com,505.21,2024-07-13
acc_1354,sub_53124,Company_24,contact_24@exa.com,405.86,2024-06-27
acc_597,sub_53347,Company_256,contact_256@ex.com,1.0,2023-05-24
acc_140,sub_53162,Company_315,contact_315@ex.com,1.0,2024-12-17
acc_914,sub_53707,Company_294,contact_294@ex.com,1.0,2023-08-08
acc_658,sub_50754,Company_97,contact_97@exa.com,713.12,2024-04-16
acc_683,sub_51483,Company_307,contact_307@ex.com,314.5,2024-12-21
acc_523,sub_51060,Company_349,contact_349@ex.com,913.35,2023-01-24
acc_245,sub_50574,Company_121,contact_121@ex.com,970.52,2024-03-13
acc_997,sub_51623,Company_17,alt_17@example.com,1201.18,2024-06-25
acc_1050,sub_50246,Company_230,contact_230@ex.com,572.74,2024-08-02
acc_66,sub_51790,Company_266,contact_266@ex.com,1.0,2023-12-01
acc_1104,sub_53236,Company_26,contact_26@exa.com,748.17,2024-08-11
acc_1300,sub_51367,Company_308,contact_308@ex.com,119.32,2023-03-19
acc_189,sub_52315,Company_238,contact_238@ex.com,1.0,2023-04-26
acc_325,sub_52178,Company_141,contact_141@ex.com,1.0,2023-03-31
acc_960,sub_52350,Company_109,contact_109@ex.com,922.85,2023-07-15
acc_150,sub_53079,Company_50,contact_50@exa.com,1155.33,2024-03-17
acc_568,sub_53349,Company_393,contact_393@ex.com,709.26,2023-06-05
acc_677,sub_52664,Company_146,contact_146@ex.com,128.08,2024-10-25
acc_696,sub_52356,Company_39,contact_39@exa.com,691.99,2024-12-10
acc_886,sub_53028,Company_223,contact_223@ex.com,1.0,2024-02-16
acc_602,sub_52354,Company_139,contact_139@ex.com,29.4,2024-02-04
acc_18,sub_50077,Company_367,contact_367@ex.com,353.34,2024-03-13
acc_531,sub_50616,Company_25,contact_25@exa.com,1286.25,2024-08-21
acc_669,sub_52762,Company_277,contact_277@ex.com,807.9,2024-10-31
acc_411,sub_52725,Company_221,contact_221@ex.com,1.0,2024-08-11
acc_727,sub_53790,Company_259,contact_259@ex.com,1342.0,2024-08-13
acc_387,sub_50625,Company_201,contact_201@ex.com,1.0,2023-07-31
acc_372,sub_51263,Company_398,contact_398@ex.com,169.33,2024-06-30
acc_81,sub_52465,Company_336,contact_336@ex.com,1.0,2024-07-07
acc_142,sub_51427,Company_343,contact_343@ex.com,504.64,2023-11-19
acc_472,sub_53802,Company_195,contact_195@ex.com,994.09,2023-07-26
acc_335,sub_51240,Company_85,contact_85@exa.com,647.94,2023-10-05
acc_901,sub_50562,Company_58,contact_58@exa.com,202.2,2024-01-20
acc_910,sub_50104,Company_24,alt_24@example.com,1303.95,2023-08-02
acc_101,sub_51558,Company_61,contact_61@exa.com,681.28,2024-02-13
acc_422,sub_50813,Company_177,contact_177@ex.com,1.0,2024-08-27
acc_256,sub_53336,Company_384,contact_384@ex.com,157.42,2023-06-29
acc_1185,sub_52075,Company_28,contact_28@exa.com,1092.29,2023-05-05
acc_430,sub_50667,Company_169,contact_169@ex.com,198.13,2024-05-15
acc_1239,sub_53033,Company_0,contact_0@exam.com,550.42,2023-11-21
acc_392,sub_51700,Company_270,contact_270@ex.com,331.28,2023-04-03
acc_1039,sub_53275,Company_144,contact_144@ex.com,552.59,2023-09-19
acc_230,sub_52083,Company_157,contact_157@ex.com,1.0,2023-01-17
acc_779,sub_50029,Company_134,contact_134@ex.com,1.0,2024-02-14
acc_205,sub_53938,Company_119,contact_119@ex.com,544.93,2023-11-14
acc_134,sub_53426,Company_237,contact_237@ex.com,662.54,2024-10-29
acc_470,sub_51231,Company_81,contact_81@exa.com,1499.57,2023-03-28
acc_1319,sub_52664,Company_146,contact_146@ex.com,1.0,2024-04-27
acc_563,sub_50064,Company_330,contact_330@ex.com,1.0,2023-11-28
acc_289,sub_50185,Company_167,contact_167@ex.com,1.0,2023-07-01
acc_19,sub_52312,Company_78,contact_78@exa.com,209.36,2023-06-09
acc_1424,sub_50574,Company_121,contact_121@ex.com,715.32,2023-02-09
acc_1222,sub_50250,Company_122,contact_122@ex.com,1.0,2024-11-07
acc_762,sub_51200,Company_141,contact_141@ex.com,933.98,2023-06-11
acc_354,sub_51717,Company_381,contact_381@ex.com,278.46,2024-06-15
acc_311,sub_53953,Company_204,contact_204@ex.com,1118.11,2024-11-15
acc_748,sub_50743,Company_284,contact_284@ex.com,1.0,2023-04-23
acc_333,sub_53221,Company_247,contact_247@ex.com,64.37,2023-07-28
acc_827,sub_51253,Company_334,contact_334@ex.com,945.46,2023-09-29
acc_658,sub_52547,Company_350,contact_350@ex.com,62.15,2023-01-27
acc_59,sub_51358,Company_114,contact_114@ex.com,1.0,2023-02-05
acc_296,sub_53010,Company_243,contact_243@ex.com,1.0,2023-02-17
acc_324,sub_50695,Company_257,contact_257@ex.com,168.17,2023-12-24
acc_457,sub_53674,Company_165,contact_165@ex.com,156.34,2023-03-09
acc_975,sub_50460,Company_39,contact_39@exa.com,707.36,2024-03-01
acc_1100,sub_53506,Company_270,contact_270@ex.com,671.82,2024-09-09
acc_1305,sub_53315,Company_257,contact_257@ex.com,21.07,2024-05-02
acc_527,sub_51923,Company_179,contact_179@ex.com,209.73,2024-11-03
acc_749,sub_52211,Company_392,contact_392@ex.com,1.0,2024-11-15
acc_198,sub_52934,Company_104,contact_104@ex.com,727.13,2024-08-07
acc_258,sub_50803,Company_354,contact_354@ex.com,344.58,2023-05-13
acc_293,sub_53299,Company_8,contact_8@exam.com,353.82,2023-03-26
acc_195,sub_53044,Company_192,contact_192@ex.com,1.0,2023-10-17
acc_1260,sub_53632,Company_29,alt_29@example.com,175.74,2023-08-20
acc_379,sub_51026,Company_121,contact_121@ex.com,1.0,2023-11-05
acc_1456,sub_51346,Company_180,contact_180@ex.com,1.0,2024-11-15
acc_1065,sub_52419,Company_321,contact_321@ex.com,785.02,2023-10-01
acc_270,sub_53112,Company_222,contact_222@ex.com,505.36,2024-01-19
acc_298,sub_52708,Company_10,contact_10@exa.com,877.47,2023-02-05
acc_789,sub_53063,Company_39,alt_39@example.com,955.18,2023-07-22
acc_30,sub_50746,Company_76,contact_76@exa.com,231.57,2023-02-04
acc_488,sub_53421,Company_257,contact_257@ex.com,259.59,2023-11-27
acc_1172,sub_50047,Company_17,alt_17@example.com,731.55,2023-12-19
acc_1288,sub_50769,Company_104,contact_104@ex.com,1306.9,2024-08-14
acc_926,sub_51661,Company_353,contact_353@ex.com,1.0,2024-04-09
acc_539,sub_52544,Company_10,contact_10@exa.com,827.9,2023-05-01
acc_573,sub_53051,Company_242,contact_242@ex.com,990.08,2024-06-10
acc_691,sub_53784,Company_225,contact_225@ex.com,519.14,2023-07-10
acc_699,sub_51045,Company_182,contact_182@ex.com,1.0,2024-05-14
acc_1125,sub_53162,Company_315,contact_315@ex.com,695.35,2023-04-09
acc_702,sub_52736,Company_13,alt_13@example.com,1149.64,2023-09-27
acc_749,sub_50258,Company_72,contact_72@exa.com,651.24,2023-01-27
acc_937,sub_53993,Company_217,contact_217@ex.com,1.0,2023-05-04
acc_1460,sub_52254,Company_83,contact_83@exa.com,457.66,2023-12-22
acc_927,sub_51257,Company_4,contact_4@exam.com,665.52,2023-03-26
acc_1034,sub_53957,Company_104,contact_104@ex.com,290.27,2024-06-07
acc_291,sub_50798,Company_28,contact_28@exa.com,1263.22,2023-08-16
acc_35,sub_53178,Company_349,contact_349@ex.com,314.04,2023-12-29
acc_1231,sub_52152,Company_237,contact_237@ex.com,1.0,2024-07-30
acc_1087,sub_53522,Company_313,contact_313@ex.com,797.07,2024-06-29
acc_1105,sub_51485,Company_135,contact_135@ex.com,361.03,2024-06-27
acc_767,sub_50683,Company_83,contact_83@exa.com,254.95,2024-11-27
acc_1301,sub_50678,Company_308,contact_308@ex.com,958.78,2024-09-25
acc_1467,sub_50926,Company_272,contact_272@ex.com,245.04,2024-09-16
