subscription_id,company_name,company_email,subscription_begin_date,cancel_date
sub_50052,Company_343,contact_343@example.com,2024-01-18,2024-09-18
sub_50053,Company_231,contact_231@example.com,2023-05-04,
sub_50054,Company_173,contact_173@example.com,2023-01-22,
sub_50055,Company_301,contact_301@example.com,2023-08-14,
sub_50056,Company_323,contact_323@example.com,2023-03-02,
sub_50057,Company_16,contact_16@example.com,2023-12-05,
sub_50058,Company_142,contact_142@example.com,2024-05-12,
sub_50059,Company_370,contact_370@example.com,2024-08-07,
sub_50060,Company_242,contact_242@example.com,2023-09-06,
sub_50061,Company_208,contact_208@example.com,2023-07-14,
sub_50063,Company_373,contact_373@example.com,2023-02-25,2024-02-24
sub_50064,Company_330,contact_330@example.com,2023-04-11,
sub_50065,Company_173,contact_173@example.com,2023-04-22,
sub_50066,Company_274,contact_274@example.com,2024-04-04,
sub_50067,Company_142,contact_142@example.com,2024-04-18,2024-09-12
sub_50068,Company_38,contact_38@example.com,2024-03-29,
sub_50069,Company_38,alt_38@example.com,2024-07-17,
sub_50070,Company_276,contact_276@example.com,2023-01-16,2023-03-24
sub_50071,Company_34,alt_34@example.com,2023-08-31,
sub_50072,Company_246,contact_246@example.com,2023-08-07,
sub_50073,Company_30,contact_30@example.com,2023-06-18,
sub_50074,Company_199,contact_199@example.com,2023-09-29,
sub_50075,Company_1,alt_1@example.com,2024-04-10,
sub_50076,Company_374,contact_374@example.com,2024-07-23,
sub_50077,Company_367,contact_367@example.com,2024-05-13,
sub_50078,Company_111,contact_111@example.com,2023-03-01,2024-01-11
sub_50079,Company_31,contact_31@example.com,2023-11-18,
sub_50080,Company_244,contact_244@example.com,2024-05-29,
sub_50081,Company_36,alt_36@example.com,2024-06-27,
sub_50082,Company_260,contact_260@example.com,2023-03-24,
sub_50083,Company_304,contact_304@example.com,2023-03-11,2024-03-10
sub_50084,Company_206,contact_206@example.com,2023-05-03,
sub_50085,Company_296,contact_296@example.com,2024-08-31,2024-10-10
sub_50086,Company_214,contact_214@example.com,2024-08-20,
sub_50087,Company_267,contact_267@example.com,2023-11-20,
sub_50088,Company_133,contact_133@example.com,2023-07-29,2024-07-25
sub_50089,Company_122,contact_122@example.com,2023-09-29,
sub_50090,Company_330,contact_330@example.com,2023-11-04,
sub_50091,Company_384,contact_384@example.com,2023-03-16,
sub_50092,Company_288,contact_288@example.com,2023-04-13,
sub_50094,Company_35,contact_35@example.com,2023-09-08,
sub_50095,Company_224,contact_224@example.com,2024-07-10,
sub_50096,Company_154,contact_154@example.com,2024-06-25,2024-07-19
sub_50097,Company_283,contact_283@example.com,2023-11-03,
sub_50098,Company_339,contact_339@example.com,2023-04-17,2024-08-29
sub_50099,Company_135,contact_135@example.com,2023-04-29,
sub_50100,Company_283,contact_283@example.com,2023-06-09,
sub_50101,Company_107,contact_107@example.com,2023-12-18,2024-04-20
sub_50102,Company_36,alt_36@example.com,2023-09-28,
sub_50103,Company_33,alt_33@example.com,2023-02-22,2023-04-30
sub_50104,Company_24,alt_24@example.com,2023-10-11,
sub_50105,Company_394,contact_394@example.com,2023-05-14,2024-04-24
sub_50106,Company_82,contact_82@example.com,2024-03-28,
sub_50107,Company_361,contact_361@example.com,2024-03-13,
sub_50108,Company_4,contact_4@example.com,2023-04-25,2023-06-22
sub_50109,Company_353,contact_353@example.com,2023-06-02,
sub_50110,Company_189,contact_189@example.com,2024-08-19,
sub_50111,Company_75,contact_75@example.com,2024-03-16,
sub_50112,Company_186,contact_186@example.com,2023-02-10,
sub_50113,Company_349,contact_349@example.com,2023-09-13,
sub_50114,Company_399,contact_399@example.com,2024-07-27,
sub_50115,Company_208,contact_208@example.com,2023-06-08,2024-10-13
sub_50116,Company_83,contact_83@example.com,2023-07-01,
sub_50117,Company_91,contact_91@example.com,2023-12-07,
sub_50118,Company_210,contact_210@example.com,2023-09-12,
sub_50119,Company_359,contact_359@example.com,2023-04-21,2023-11-22
sub_50120,Company_39,alt_39@example.com,2024-04-26,
sub_50121,Company_235,contact_235@example.com,2023-12-25,2024-06-18
sub_50122,Company_116,contact_116@example.com,2023-08-17,2023-09-18
sub_50123,Company_204,contact_204@example.com,2023-12-03,2024-05-13
sub_50125,Company_204,contact_204@example.com,2024-07-03,
sub_50126,Company_14,contact_14@example.com,2023-04-29,2024-08-10
sub_50127,Company_91,contact_91@example.com,2024-08-17,
sub_50128,Company_19,contact_19@example.com,2023-04-22,
sub_50129,Company_373,contact_373@example.com,2023-11-18,2024-07-18
sub_50130,Company_261,contact_261@example.com,2023-04-29,2023-12-02
sub_50131,Company_97,contact_97@example.com,2023-09-18,2023-10-30
sub_50132,Company_0,contact_0@example.com,2024-06-16,
sub_50133,Company_12,alt_12@example.com,2024-07-05,
sub_50134,Company_368,contact_368@example.com,2023-07-21,
sub_50135,Company_340,contact_340@example.com,2023-12-05,
sub_50136,Company_34,alt_34@example.com,2023-05-08,2024-05-30
sub_50137,Company_259,contact_259@example.com,2023-11-13,
sub_50138,Company_206,contact_206@example.com,2023-10-30,
sub_50139,Company_215,contact_215@example.com,2024-01-24,
sub_50140,Company_383,contact_383@example.com,2023-06-28,
sub_50141,Company_207,contact_207@example.com,2024-07-15,
sub_50142,Company_0,contact_0@example.com,2023-11-08,
sub_50143,Company_2,alt_2@example.com,2024-08-16,
sub_50144,Company_335,contact_335@example.com,2023-11-26,
sub_50145,Company_345,contact_345@example.com,2023-08-07,
sub_50146,Company_7,alt_7@example.com,2023-06-23,
sub_50147,Company_263,contact_263@example.com,2023-12-10,2024-02-15
sub_50148,Company_384,contact_384@example.com,2023-08-29,
sub_50149,Company_12,alt_12@example.com,2023-07-23,
sub_50150,Company_125,contact_125@example.com,2024-05-01,
sub_50151,Company_35,alt_35@example.com,2023-03-16,
sub_50152,Company_322,contact_322@example.com,2024-08-12,2024-12-09
sub_50153,Company_196,contact_196@example.com,2024-05-21,
sub_50154,Company_335,contact_335@example.com,2023-01-06,2024-04-27
sub_50156,Company_90,contact_90@example.com,2024-06-14,
sub_50157,Company_25,contact_25@example.com,2024-07-24,2024-12-18
sub_50158,Company_62,contact_62@example.com,2024-04-12,2024-07-09
sub_50159,Company_341,contact_341@example.com,2024-06-27,
sub_50160,Company_304,contact_304@example.com,2023-11-21,2024-12-31
sub_50161,Company_313,contact_313@example.com,2024-05-31,
sub_50162,Company_25,alt_25@example.com,2024-07-15,
sub_50163,Company_81,contact_81@example.com,2024-05-01,
sub_50164,Company_132,contact_132@example.com,2023-09-11,2024-12-04
sub_50165,Company_392,contact_392@example.com,2024-06-17,
sub_50166,Company_320,contact_320@example.com,2023-09-02,
sub_50167,Company_365,contact_365@example.com,2023-10-20,
sub_50168,Company_163,contact_163@example.com,2024-07-07,
sub_50169,Company_118,contact_118@example.com,2024-01-28,
sub_50170,Company_78,contact_78@example.com,2023-08-08,
sub_50171,Company_169,contact_169@example.com,2024-07-09,
sub_50172,Company_212,contact_212@example.com,2023-03-05,2023-07-08
sub_50173,Company_199,contact_199@example.com,2024-08-21,
sub_50174,Company_10,contact_10@example.com,2024-08-12,
sub_50175,Company_244,contact_244@example.com,2023-01-07,
sub_50176,Company_199,contact_199@example.com,2024-03-05,2024-12-25
sub_50177,Company_279,contact_279@example.com,2023-08-14,
sub_50178,Company_223,contact_223@example.com,2024-05-12,
sub_50179,Company_342,contact_342@example.com,2024-02-19,
sub_50180,Company_84,contact_84@example.com,2024-04-23,
sub_50181,Company_65,contact_65@example.com,2024-06-30,2024-08-02
sub_50182,Company_303,contact_303@example.com,2024-07-31,
sub_50183,Company_13,contact_13@example.com,2023-03-27,
sub_50184,Company_236,contact_236@example.com,2023-07-06,
sub_50185,Company_167,contact_167@example.com,2023-08-05,
sub_50187,Company_25,alt_25@example.com,2024-03-07,2024-08-03
sub_50188,Company_240,contact_240@example.com,2023-01-20,
sub_50189,Company_179,contact_179@example.com,2023-08-18,
sub_50190,Company_333,contact_333@example.com,2023-02-11,
sub_50191,Company_126,contact_126@example.com,2023-07-24,
sub_50192,Company_78,contact_78@example.com,2023-09-02,
sub_50193,Company_58,contact_58@example.com,2024-07-31,
sub_50194,Company_131,contact_131@example.com,2024-01-13,2024-04-27
sub_50195,Company_382,contact_382@example.com,2023-04-28,2024-06-19
sub_50196,Company_159,contact_159@example.com,2023-04-21,
sub_50197,Company_159,contact_159@example.com,2024-08-12,
sub_50198,Company_192,contact_192@example.com,2024-02-11,
sub_50199,Company_101,contact_101@example.com,2023-03-19,2024-02-05
sub_50200,Company_321,contact_321@example.com,2023-09-06,2023-11-17
sub_50201,Company_154,contact_154@example.com,2023-05-04,2024-07-04
sub_50202,Company_0,alt_0@example.com,2023-02-12,
sub_50203,Company_338,contact_338@example.com,2024-01-15,
sub_50204,Company_174,contact_174@example.com,2023-01-13,
sub_50205,Company_250,contact_250@example.com,2023-04-19,2023-12-16
sub_50206,Company_325,contact_325@example.com,2024-04-15,
sub_50207,Company_78,contact_78@example.com,2024-03-21,2024-07-09
sub_50208,Company_333,contact_333@example.com,2023-10-04,2024-09-03
sub_50209,Company_275,contact_275@example.com,2024-05-10,
sub_50210,Company_223,contact_223@example.com,2024-08-29,
sub_50211,Company_165,contact_165@example.com,2023-09-09,2024-11-27
sub_50212,Company_142,contact_142@example.com,2024-04-06,2024-08-28
sub_50213,Company_291,contact_291@example.com,2024-01-24,
sub_50214,Company_35,alt_35@example.com,2023-11-29,
sub_50215,Company_181,contact_181@example.com,2023-09-22,
sub_50216,Company_305,contact_305@example.com,2023-10-10,
sub_50218,Company_250,contact_250@example.com,2024-07-22,
sub_50219,Company_123,contact_123@example.com,2024-05-02,
sub_50220,Company_364,contact_364@example.com,2024-05-17,
sub_50221,Company_5,alt_5@example.com,2023-01-18,
sub_50222,Company_207,contact_207@example.com,2023-09-07,2024-03-01
sub_50223,Company_188,contact_188@example.com,2024-04-29,
sub_50224,Company_271,contact_271@example.com,2023-12-19,2024-08-12
sub_50225,Company_281,contact_281@example.com,2023-12-05,2024-06-22
sub_50226,Company_138,contact_138@example.com,2023-11-10,
sub_50227,Company_369,contact_369@example.com,2023-07-17,
sub_50228,Company_274,contact_274@example.com,2023-07-09,
sub_50229,Company_247,contact_247@example.com,2023-10-11,
sub_50230,Company_389,contact_389@example.com,2024-06-21,
sub_50231,Company_144,contact_144@example.com,2023-04-13,
sub_50232,Company_116,contact_116@example.com,2024-01-05,
sub_50233,Company_362,contact_362@example.com,2024-06-30,
sub_50234,Company_27,contact_27@example.com,2024-07-20,
sub_50235,Company_357,contact_357@example.com,2023-05-10,2024-04-20
sub_50236,Company_251,contact_251@example.com,2023-04-16,
sub_50237,Company_145,contact_145@example.com,2024-04-25,
sub_50238,Company_225,contact_225@example.com,2023-12-15,2024-04-07
sub_50239,Company_129,contact_129@example.com,2024-05-04,2024-07-21
sub_50240,Company_205,contact_205@example.com,2024-05-18,
sub_50241,Company_351,contact_351@example.com,2023-02-24,
sub_50242,Company_288,contact_288@example.com,2023-11-08,2024-01-10
sub_50243,Company_60,contact_60@example.com,2024-07-25,
sub_50244,Company_213,contact_213@example.com,2024-09-02,
sub_50245,Company_316,contact_316@example.com,2023-08-20,
sub_50246,Company_230,contact_230@example.com,2024-03-29,2024-09-17
sub_50247,Company_219,contact_219@example.com,2023-11-09,2024-09-15
sub_50249,Company_108,contact_108@example.com,2023-09-28,
sub_50250,Company_122,contact_122@example.com,2023-06-27,
sub_50251,Company_1,contact_1@example.com,2024-02-23,2024-10-30
sub_50252,Company_240,contact_240@example.com,2023-10-26,
sub_50253,Company_361,contact_361@example.com,2023-10-17,2024-10-30
sub_50254,Company_36,contact_36@example.com,2023-08-28,
sub_50255,Company_135,contact_135@example.com,2024-08-26,
sub_50256,Company_11,alt_11@example.com,2023-07-22,
sub_50257,Company_115,contact_115@example.com,2023-06-02,
sub_50258,Company_72,contact_72@example.com,2023-03-15,
sub_50259,Company_157,contact_157@example.com,2024-09-01,
sub_50260,Company_22,alt_22@example.com,2024-08-05,
sub_50261,Company_147,contact_147@example.com,2024-03-25,
sub_50262,Company_155,contact_155@example.com,2024-02-17,
sub_50263,Company_252,contact_252@example.com,2024-03-24,
sub_50264,Company_221,contact_221@example.com,2023-11-27,
sub_50265,Company_46,contact_46@example.com,2023-08-23,2024-08-22
sub_50266,Company_294,contact_294@example.com,2024-08-24,2024-09-23
sub_50267,Company_344,contact_344@example.com,2023-10-03,
sub_50268,Company_387,contact_387@example.com,2023-06-29,
sub_50269,Company_226,contact_226@example.com,2023-10-12,2024-02-01
sub_50270,Company_223,contact_223@example.com,2024-05-18,
sub_50271,Company_209,contact_209@example.com,2023-12-08,2024-06-09
sub_50272,Company_39,alt_39@example.com,2023-06-14,
sub_50273,Company_253,contact_253@example.com,2023-10-23,2024-10-16
sub_50274,Company_16,alt_16@example.com,2024-07-17,
sub_50275,Company_161,contact_161@example.com,2023-09-16,
sub_50276,Company_395,contact_395@example.com,2024-02-18,
sub_50277,Company_263,contact_263@example.com,2023-01-02,2023-12-24
sub_50278,Company_236,contact_236@example.com,2024-02-28,
sub_50280,Company_226,contact_226@example.com,2023-02-22,
sub_50281,Company_67,contact_67@example.com,2023-10-22,2024-06-22
sub_50282,Company_248,contact_248@example.com,2023-05-05,2023-06-08
sub_50283,Company_311,contact_311@example.com,2023-09-03,
sub_50284,Company_282,contact_282@example.com,2023-01-15,
sub_50285,Company_115,contact_115@example.com,2023-04-27,2024-01-08
sub_50286,Company_331,contact_331@example.com,2023-06-07,2024-03-08
sub_50287,Company_149,contact_149@example.com,2024-06-05,
sub_50288,Company_139,contact_139@example.com,2024-03-01,
sub_50289,Company_247,contact_247@example.com,2024-04-28,
sub_50290,Company_74,contact_74@example.com,2024-01-28,2024-05-24
sub_50291,Company_260,contact_260@example.com,2023-05-20,
sub_50292,Company_395,contact_395@example.com,2024-02-29,2024-09-10
sub_50293,Company_259,contact_259@example.com,2023-10-01,
sub_50294,Company_371,contact_371@example.com,2023-11-02,
sub_50295,Company_300,contact_300@example.com,2024-08-16,
sub_50296,Company_250,contact_250@example.com,2023-06-02,
sub_50297,Company_176,contact_176@example.com,2023-12-07,2024-10-04
sub_50298,Company_193,contact_193@example.com,2024-04-11,
sub_50299,Company_164,contact_164@example.com,2023-07-13,
sub_50300,Company_196,contact_196@example.com,2023-08-28,2024-11-28
sub_50301,Company_22,contact_22@example.com,2023-11-22,
sub_50302,Company_15,alt_15@example.com,2024-01-26,2024-08-30
sub_50303,Company_5,alt_5@example.com,2023-06-05,2024-03-04
sub_50304,Company_64,contact_64@example.com,2024-05-29,
sub_50305,Company_169,contact_169@example.com,2023-04-13,2024-07-23
sub_50306,Company_51,contact_51@example.com,2024-06-22,
sub_50307,Company_233,contact_233@example.com,2023-01-16,
sub_50308,Company_335,contact_335@example.com,2023-06-08,
sub_50309,Company_135,contact_135@example.com,2023-12-13,2024-11-16
sub_50311,Company_345,contact_345@example.com,2024-06-30,
sub_50312,Company_162,contact_162@example.com,2024-05-14,
sub_50313,Company_277,contact_277@example.com,2023-02-06,
sub_50314,Company_323,contact_323@example.com,2023-10-22,2024-03-06
sub_50315,Company_222,contact_222@example.com,2023-04-11,2024-05-24
sub_50316,Company_51,contact_51@example.com,2024-03-30,2024-07-13
sub_50317,Company_14,contact_14@example.com,2023-02-17,2023-08-22
sub_50318,Company_150,contact_150@example.com,2024-01-03,
sub_50319,Company_125,contact_125@example.com,2024-06-27,
sub_50320,Company_289,contact_289@example.com,2023-07-04,
sub_50321,Company_312,contact_312@example.com,2024-01-27,2024-12-29
sub_50322,Company_254,contact_254@example.com,2024-08-20,
sub_50323,Company_326,contact_326@example.com,2023-09-18,
sub_50324,Company_4,contact_4@example.com,2024-04-21,
sub_50325,Company_147,contact_147@example.com,2024-07-13,
sub_50326,Company_176,contact_176@example.com,2024-08-24,
sub_50327,Company_327,contact_327@example.com,2024-03-10,
sub_50328,Company_128,contact_128@example.com,2024-04-12,
sub_50329,Company_154,contact_154@example.com,2023-07-23,2024-02-24
sub_50330,Company_54,contact_54@example.com,2023-08-31,
sub_50331,Company_294,contact_294@example.com,2023-10-30,
sub_50332,Company_24,alt_24@example.com,2024-02-10,
sub_50333,Company_351,contact_351@example.com,2023-02-20,2024-06-20
sub_50334,Company_254,contact_254@example.com,2023-10-21,2024-12-11
sub_50335,Company_310,contact_310@example.com,2023-12-27,2024-05-07
sub_50336,Company_317,contact_317@example.com,2023-09-14,2024-09-15
sub_50337,Company_392,contact_392@example.com,2023-05-21,
sub_50338,Company_321,contact_321@example.com,2023-02-10,2023-08-07
sub_50339,Company_17,contact_17@example.com,2024-08-16,
sub_50340,Company_374,contact_374@example.com,2023-05-15,2023-07-20
sub_50342,Company_2,alt_2@example.com,2024-07-06,
sub_50343,Company_187,contact_187@example.com,2024-06-27,
sub_50344,Company_139,contact_139@example.com,2023-06-18,2023-11-16
sub_50345,Company_246,contact_246@example.com,2023-10-30,2024-12-05
sub_50346,Company_11,alt_11@example.com,2023-04-28,2024-01-12
sub_50347,Company_72,contact_72@example.com,2023-08-20,2024-11-22
sub_50348,Company_345,contact_345@example.com,2024-02-11,
sub_50349,Company_11,alt_11@example.com,2024-07-24,
sub_50350,Company_46,contact_46@example.com,2024-02-09,
sub_50351,Company_63,contact_63@example.com,2024-04-10,2024-11-04
sub_50352,Company_344,contact_344@example.com,2023-09-26,
sub_50353,Company_326,contact_326@example.com,2024-01-16,2024-03-31
sub_50354,Company_241,contact_241@example.com,2023-01-26,2023-12-29
sub_50355,Company_287,contact_287@example.com,2023-12-02,
sub_50356,Company_312,contact_312@example.com,2023-08-15,
sub_50357,Company_21,alt_21@example.com,2024-04-20,
sub_50358,Company_358,contact_358@example.com,2023-11-06,
sub_50359,Company_71,contact_71@example.com,2023-02-16,
sub_50360,Company_252,contact_252@example.com,2023-04-29,
sub_50361,Company_275,contact_275@example.com,2023-05-19,
sub_50362,Company_343,contact_343@example.com,2024-07-07,
sub_50363,Company_300,contact_300@example.com,2023-06-08,
sub_50364,Company_50,contact_50@example.com,2024-05-16,
sub_50365,Company_208,contact_208@example.com,2023-10-14,2023-11-19
sub_50366,Company_111,contact_111@example.com,2024-03-30,2024-12-02
sub_50367,Company_37,alt_37@example.com,2024-01-07,2024-03-17
sub_50368,Company_188,contact_188@example.com,2024-07-11,
sub_50369,Company_330,contact_330@example.com,2024-01-03,
sub_50370,Company_97,contact_97@example.com,2023-05-06,2024-08-02
sub_50371,Company_46,contact_46@example.com,2023-08-06,2024-07-19
sub_50373,Company_64,contact_64@example.com,2024-08-01,
sub_50374,Company_391,contact_391@example.com,2024-07-21,
sub_50375,Company_16,alt_16@example.com,2023-08-27,2024-03-02
sub_50376,Company_3,alt_3@example.com,2024-09-02,
sub_50377,Company_74,contact_74@example.com,2023-05-14,
sub_50378,Company_89,contact_89@example.com,2023-04-23,2024-04-15
sub_50379,Company_67,contact_67@example.com,2023-01-16,2023-08-07
sub_50380,Company_121,contact_121@example.com,2024-08-25,
sub_50381,Company_8,contact_8@example.com,2023-06-28,
sub_50382,Company_379,contact_379@example.com,2024-03-07,
sub_50383,Company_32,contact_32@example.com,2024-05-02,
sub_50384,Company_398,contact_398@example.com,2024-01-06,
sub_50385,Company_231,contact_231@example.com,2024-05-30,2024-10-10
sub_50386,Company_22,contact_22@example.com,2024-06-17,
sub_50387,Company_15,contact_15@example.com,2023-03-04,2023-11-24
sub_50388,Company_218,contact_218@example.com,2023-04-21,2024-01-17
sub_50389,Company_227,contact_227@example.com,2023-03-17,
sub_50390,Company_311,contact_311@example.com,2023-06-01,
sub_50391,Company_319,contact_319@example.com,2024-08-22,
sub_50392,Company_364,contact_364@example.com,2023-11-29,2024-07-01
sub_50393,Company_271,contact_271@example.com,2023-10-29,
sub_50394,Company_220,contact_220@example.com,2023-04-12,2024-06-11
sub_50395,Company_36,alt_36@example.com,2024-07-18,
sub_50396,Company_110,contact_110@example.com,2024-03-16,2024-11-22
sub_50397,Company_211,contact_211@example.com,2023-12-14,
sub_50398,Company_232,contact_232@example.com,2024-02-13,2024-10-02
sub_50399,Company_160,contact_160@example.com,2024-03-13,2024-09-09
sub_50400,Company_191,contact_191@example.com,2023-06-06,2024-06-11
sub_50401,Company_34,contact_34@example.com,2023-04-04,
sub_50402,Company_221,contact_221@example.com,2023-04-09,2024-05-14
sub_50404,Company_287,contact_287@example.com,2024-07-29,
sub_50405,Company_343,contact_343@example.com,2023-05-06,
sub_50406,Company_340,contact_340@example.com,2024-03-09,
sub_50407,Company_369,contact_369@example.com,2023-02-22,2023-08-08
sub_50408,Company_180,contact_180@example.com,2023-04-17,
sub_50409,Company_79,contact_79@example.com,2024-05-08,2024-09-19
sub_50410,Company_179,contact_179@example.com,2024-07-23,
sub_50411,Company_58,contact_58@example.com,2023-10-13,
sub_50412,Company_219,contact_219@example.com,2024-07-28,
sub_50413,Company_19,alt_19@example.com,2024-07-24,2024-08-26
sub_50414,Company_336,contact_336@example.com,2023-10-01,
sub_50415,Company_359,contact_359@example.com,2023-11-13,
sub_50416,Company_173,contact_173@example.com,2023-12-26,
sub_50417,Company_73,contact_73@example.com,2024-08-02,
sub_50418,Company_205,contact_205@example.com,2023-03-13,2023-06-13
sub_50419,Company_15,contact_15@example.com,2023-04-04,
sub_50420,Company_192,contact_192@example.com,2024-03-05,
sub_50421,Company_189,contact_189@example.com,2023-11-16,
sub_50422,Company_290,contact_290@example.com,2024-09-02,2024-11-04
sub_50423,Company_79,contact_79@example.com,2023-06-11,2024-07-21
sub_50424,Company_345,contact_345@example.com,2023-03-25,
sub_50425,Company_217,contact_217@example.com,2024-05-12,
sub_50426,Company_226,contact_226@example.com,2024-02-29,
sub_50427,Company_262,contact_262@example.com,2023-04-27,
sub_50428,Company_145,contact_145@example.com,2024-08-30,
sub_50429,Company_269,contact_269@example.com,2023-11-12,
sub_50430,Company_306,contact_306@example.com,2023-02-26,
sub_50431,Company_108,contact_108@example.com,2023-05-21,
sub_50432,Company_167,contact_167@example.com,2023-05-03,
sub_50433,Company_220,contact_220@example.com,2023-06-29,
sub_50435,Company_342,contact_342@example.com,2023-12-29,
sub_50436,Company_379,contact_379@example.com,2023-02-13,
sub_50437,Company_39,contact_39@example.com,2023-11-17,
sub_50438,Company_207,contact_207@example.com,2024-03-03,
sub_50439,Company_10,contact_10@example.com,2023-11-29,2024-03-15
sub_50440,Company_316,contact_316@example.com,2024-04-16,
sub_50441,Company_353,contact_353@example.com,2024-01-06,
sub_50442,Company_54,contact_54@example.com,2023-09-07,
sub_50443,Company_268,contact_268@example.com,2023-03-22,2023-10-30
sub_50444,Company_381,contact_381@example.com,2023-12-14,
sub_50445,Company_86,contact_86@example.com,2023-03-20,2023-12-26
sub_50446,Company_271,contact_271@example.com,2024-06-06,2024-10-03
sub_50447,Company_178,contact_178@example.com,2023-12-26,
sub_50448,Company_19,alt_19@example.com,2023-06-01,
sub_50449,Company_131,contact_131@example.com,2023-07-22,2023-11-07
sub_50450,Company_389,contact_389@example.com,2023-03-19,2023-07-07
sub_50451,Company_321,contact_321@example.com,2024-05-20,
sub_50452,Company_386,contact_386@example.com,2024-07-31,
sub_50453,Company_296,contact_296@example.com,2024-04-04,
sub_50454,Company_289,contact_289@example.com,2023-11-27,
sub_50455,Company_321,contact_321@example.com,2023-11-20,
sub_50456,Company_240,contact_240@example.com,2024-03-28,
sub_50457,Company_155,contact_155@example.com,2023-10-09,
sub_50458,Company_259,contact_259@example.com,2023-03-17,
sub_50459,Company_19,contact_19@example.com,2023-02-28,2023-09-24
sub_50460,Company_39,contact_39@example.com,2023-04-03,
sub_50461,Company_196,contact_196@example.com,2024-04-18,
sub_50462,Company_283,contact_283@example.com,2023-02-12,2023-10-20
sub_50463,Company_292,contact_292@example.com,2023-07-12,2024-01-12
sub_50464,Company_256,contact_256@example.com,2023-06-04,
sub_50466,Company_43,contact_43@example.com,2024-05-31,
sub_50467,Company_88,contact_88@example.com,2023-02-10,2023-07-06
sub_50468,Company_224,contact_224@example.com,2024-06-20,
sub_50469,Company_312,contact_312@example.com,2023-06-12,
sub_50470,Company_144,contact_144@example.com,2024-02-01,2024-09-17
sub_50471,Company_347,contact_347@example.com,2023-02-23,2024-04-22
sub_50472,Company_171,contact_171@example.com,2023-03-09,
sub_50473,Company_347,contact_347@example.com,2024-01-31,
sub_50474,Company_36,alt_36@example.com,2023-06-03,
sub_50475,Company_339,contact_339@example.com,2023-05-25,
sub_50476,Company_335,contact_335@example.com,2024-02-06,
sub_50477,Company_43,contact_43@example.com,2023-11-14,
sub_50478,Company_5,alt_5@example.com,2023-12-03,
sub_50479,Company_65,contact_65@example.com,2024-06-23,2024-08-29
sub_50480,Company_216,contact_216@example.com,2024-06-04,
